"ID";"Ano";"Número";"Tipo de Matéria Legislativa/Sigla";"Tipo de Matéria Legislativa/Descrição";"Autorias";"Texto Original";"Ementa"
"26816";"2026";"22";"ATA-O";"ATA SESSÃO ORDINÁRIA";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26816/ata_22a_sessao_ordinaria_2026.pdf";"ATA DA 22ª SESSÃO ORDINÁRIA REALIZADA NO DIA 10 DE AGOSTO DE 2026."
"26951";"2026";"23";"ATA-O";"ATA SESSÃO ORDINÁRIA";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26951/ata_23a_sessao_ordinaria_2026.pdf";"ATA DA 23ª SESSÃO ORDINÁRIA REALIZADA NO DIA 17 DE AGOSTO DE 2026."
"27027";"2026";"24";"ATA-O";"ATA SESSÃO ORDINÁRIA";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/27027/ata_24a_sessao_ordinaria_2026.pdf";"ATA DA 24ª SESSÃO ORDINÁRIA REALIZADA NO DIA 24 DE AGOSTO DE 2026."
"27103";"2026";"25";"ATA-O";"ATA SESSÃO ORDINÁRIA";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/27103/ata_25a_sessao_ordinaria_2026.pdf";"ATA DA 25ª SESSÃO ORDINÁRIA REALIZADA NO DIA 08 DE SETEMBRO DE 2026."
"25503";"2026";"1";"ECOM";"ELEIÇÃO DE COMISSÕES";"Mesa Executiva";"http://sapl.campolargo.pr.leg.br/media/";"ELEIÇÃO DOS MEMBROS DAS COMISSÕES PERMANENTES DA CAMARA MUNICIPAL DE CAMPO LARGO - 2ª SESSÃO LEGISLATIVA DA 41ª LEGISLATURA (2026)"
"25506";"2026";"1";"IND";"INDICAÇÃO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25506/01_2026_indicacao_de_lei_texto_integral.pdf";"DISPÕE SOBRE A OBRIGATORIEDADE DE INCLUSÃO DE QR CODE NAS PLACAS DE IDENTIFICAÇÃO DE LOGRADOUROS PÚBLICOS DO MUNICÍPIO DE CAMPO LARGO E DÁ OUTRAS PROVIDÊNCIAS."
"25540";"2026";"2";"IND";"INDICAÇÃO";"ANDRÉ GABARDO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25540/ind._02.26.pdf";"DISPÕE SOBRE A ISENÇÃO DA TAXA DE LICENÇA PARA LOCALIZAÇÃO E FUNCIONAMENTO PARA AS ORGANIZAÇÕES DA SOCIEDADE CIVIL (OSCS) E ENTIDADES DO TERCEIRO SETOR DETENTORAS DE TÍTULO DE UTILIDADE PÚBLICA MUNICIPAL NO MUNICÍPIO DE CAMPO LARGO."
"25573";"2026";"3";"IND";"INDICAÇÃO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25573/26_2026_indicacao_de_projeto_de_lei_texto_integral.pdf";"INSTITUI O PROGRAMA DE CONVERSÃO DE SANÇÕES PECUNIÁRIAS DE TRÂNSITO EM AÇÕES DE SOLIDARIEDADE HUMANA."
"25586";"2026";"4";"IND";"INDICAÇÃO";"GENÉSIO DA VITAL";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25586/102_2026_indicacao_de_projeto_de_lei_texto_integral.pdf";"DISPÕE SOBRE A ATUAÇÃO DO PODER PÚBLICO MUNICIPAL EM INTERVENÇÕES HABITACIONAIS EMERGENCIAIS EM ÁREAS DE RISCO DECORRENTES DE DESASTRES NATURAIS OU INCÊNDIOS, PARA A ADOÇÃO DE MEDIDAS DE CONTENÇÃO E DEMOLIÇÃO E A PRESTAÇÃO DE ASSISTÊNCIA A FAMÍLIAS DE BAIXA RENDA."
"25587";"2026";"5";"IND";"INDICAÇÃO";"ANDRÉ GABARDO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25587/106-2026_-_substitutivo_106_2026_andre_gabardo.pdf";"INSTITUI O CÓDIGO DE DEFESA DO EMPREENDEDOR, QUE ESTABELECE NORMAS DE PROTEÇÃO À LIVRE INICIATIVA E AO LIVRE EXERCÍCIO DA ATIVIDADE ECONÓMICA, ASSIM COMO DISPOSIÇÕES SOBRE A ATUAÇÃO DO ESTADO COMO AGENTE NORMATIVO E REGULADOR, NO ÂMBITO DO MUNICÍPIO DE CAMPO LARGO."
"25648";"2026";"6";"IND";"INDICAÇÃO";"SARGENTO LEANDRO CHRESTANI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25648/126_2026_projeto_de_lei_texto_integral.pdf";"INSTITUI DIRETRIZES PARA A PROMOÇÃO DA ACESSIBILIDADE COMUNICACIONAL POR MEIO DA COMUNICAÇÃO AUMENTATIVA E ALTERNATIVA (CAA) NOS ESPAÇOS PÚBLICOS DO MUNICÍPIO DE CAMPO LARGO E DÁ OUTRAS PROVIDÊNCIAS."
"25719";"2026";"7";"IND";"INDICAÇÃO";"ROGÉRIO DA VIAÇÃO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25719/ind._07.26.pdf";"INSTITUI O “SELO OFICIAL DE PROCEDÊNCIA E QUALIDADE DA LOUÇA DE CAMPO LARGO” E DÁ OUTRAS PROVIDÊNCIAS."
"25720";"2026";"8";"IND";"INDICAÇÃO";"ROGÉRIO DA VIAÇÃO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25720/203_2026_indicacao_texto_integral.pdf";"ESTABELECE DIRETRIZES PARA A INCLUSÃO DE ESPAÇOS DE REGULAÇÃO SENSORIAL EM EVENTOS PÚBLICOS REALIZADOS, ORGANIZADOS OU APOIADOS PELO MUNICIPIO DE CAMPO LARGO."
"25722";"2026";"9";"IND";"INDICAÇÃO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25722/239_2026_indicacao_texto_integral.pdf";"DISPÕE SOBRE A AUTORIZAÇÃO PARA UTILIZAÇÃO DE ESPAÇO PÚBLICO PARA FINS DE EXPLORAÇÃO ECONÔMICA, ESTABELECE CRITÉRIOS E VALORES PARA SUA COBRANÇA, E DÁ OUTRAS PROVIDÊNCIAS."
"25726";"2026";"10";"IND";"INDICAÇÃO";"VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25726/indicacao_10.26.pdf";"INSTITUI O PROGRAMA DE REABILITAÇÃO E RECONSTRUÇÃO ODONTÓLOGICA PARA MULHERES VÍTIMAS DE VIOLÊNCIA DOMÉSTICA E FAMILIAR NO MUNICÍPIO DE CAMPO LARGO, ESTABELECE FLUXOS DE ATENDIMENTO NO CENTRO DE ESPECIALIDADES ODONTOLÓGICAS (CEO) E DÁ OUTRAS PROVIDÊNCIAS."
"25732";"2026";"11";"IND";"INDICAÇÃO";"VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25732/indicacao_11.26.pdf";"INSTITUI A VACINAÇÃO DOMICILIAR PARA PESSOAS COM TRANSTORNO DO ESPECTRO AUTISTA (TEA) NO MUNICIPIO."
"25733";"2026";"12";"IND";"INDICAÇÃO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25733/263_2026_indicacao_texto.pdf";"INSTITUI O CADASTRO MUNICIPAL DE LARES TEMPORÁRIOS DE ANIMAIS NO MUNICIPIO DE CAMPO LARGO."
"25740";"2026";"13";"IND";"INDICAÇÃO";"SENSEI CLOVIS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25740/267_2026_indicacao_projeto_de_lei_sensei_clovis.pdf";"ESTABELECE PRAZO MÁXIMO DE 60 (SESSENTA) DIAS PARA A REALIZAÇÃO DE CONSULTAS E EXAMES ESPECIALIZADOS, CLASSIFICADOS COMO PRIORIDADE ALTA NO ÂMBITO DA REDE PÚBLICA MUNICIPAL E DÁ OUTRAS PROVIDENCIAS."
"25766";"2026";"14";"IND";"INDICAÇÃO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25766/290_2026_indicacao_texto_integral.pdf";"DISPÕE SOBRE A OBRIGATORIEDADE DE DIVULGAÇÃO PÚBLICA DA IDADE DA FROTA DO SISTEMA DE TRANSPORTE COLETIVO URBANO DO MUNICIPIO DE CAMPO LARGO – PR, E DÁ OUTRAS PROVIDÊNCIAS."
"25767";"2026";"15";"IND";"INDICAÇÃO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25767/291_2026_indicacao_texto_integral.pdf";"INSTITUI O PROGRAMA MUNICIPAL DE INCENTIVO À INFRAESTRUTURA URBANA POR INVESTIMENTO PRIVADO E DÁ OUTRAS PROVIDÊNCIAS."
"25771";"2026";"16";"IND";"INDICAÇÃO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25771/306_2026_indicacao_texto_integral1.pdf";"INSTITUI A POLITICA MUNICIPAL DE ATENDIMENTO HUMANIZADO E INTERNAÇÃO INVOLUNTÁRIA PARA DEPENDENTES QUIMICOS EM SITUAÇÃO DE GRAVE RISCO À SAÚDE OU À VIDA, NO ÂMBITO DO MUNICÍPIO DE CAMPO LARGO."
"25772";"2026";"17";"IND";"INDICAÇÃO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25772/307_2026_indicacao_texto_integral.pdf";"INSTITUI O PROGRAMA “DESCARTE SOLIDARIO” NO MUNICIPIO DE CAMPO LARGO, ESTABELECENDO DIRETRIZES PARA A GESTÃO DE RESÍDUOS VOLUMOSOS E DE CONSTRUÇÃO CIVIL, COM FOCO NA INCLUSÃO SOCIOECÔNOMICA DE RECICLADORES E NA PROMOÇÃO DA ECONOMIA CIRCULAR."
"25808";"2026";"18";"IND";"INDICAÇÃO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25808/350_2026_indicacao_texto.pdf";"ALTERA A REDAÇÃO DO ART. 89 DA LEI MUNICIPAL N° 2.087/2008 PARA SIMPLIFICAR O PROCEDIMENTO DE REQUERIMENTOS DE ITBI POR PROFISSIONAIS HABILITADOS."
"25828";"2026";"19";"IND";"INDICAÇÃO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25828/373_2026_indicacao_texto.pdf";"INSTITUI O DIA DE ATENDIMENTO PRIORITÁRIO PARA CRIANÇAS COM DEFICIÊNCIA NO ÂMBITO DO MUNICIPIO DE CAMPO LARGO E DÁ OUTRAS PROVIDÊNCIAS."
"25947";"2026";"20";"IND";"INDICAÇÃO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25947/484_2026_indicacao_texto.pdf";"ACRESCENTA O INCISO VI AO ARTIGO 202 DA LEI N° 2.087, DE 18 DE DEZEMBRO DE 2008 (CÓDIGO TRIBUTÁRIO MUNICIPAL)."
"25948";"2026";"21";"IND";"INDICAÇÃO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25948/501_2026_indicacao_texto.pdf";"FORNECIMENTO GRATUITO DE ÁGUA PÓTAVEL EM EVENTOS DE GRANDE PORTE NO MUNICIPIO DE CAMPO LARGO."
"25949";"2026";"22";"IND";"INDICAÇÃO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25949/502_2026_indicacao_texto.pdf";"INSTITUI O PROGRAMA MUNICIPAL DE FISCALIZAÇÃO COLABORATIVA DE RESIDUOS SÓLIDOS."
"25992";"2026";"23";"IND";"INDICAÇÃO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/25992/574_2026_indicacao_texto.pdf";"DISPÕE DA UTILIZAÇÃO DAS RECEITAS PRESENTES NO ATIVO DO FUNDO MUNICIPAL DE TRÂNSITO."
"26001";"2026";"24";"IND";"INDICAÇÃO";"ANDRÉ GABARDO, RAFAEL FREITAS, SARGENTO LEANDRO CHRESTANI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26001/586_2026_indicacao_texto.pdf";"DISPÕE SOBRE A OBRIGATORIEDADE DE APRESENTAÇÃO DE CERTIDÃO DE ANTECEDENTES CRIMINAIS PARA PROFISSIONAIS QUE ATUAM DIRETA OU INDIRETAMENTE COM CRIANÇAS, ADOLESCENTES, IDOSOS E PESSOAS COM DEFICIENCIA NO SERVIÇO PÚBLICO DO MUNICIPIO DE CAMPO LARGO E DÁ OUTRAS PROVIDENCIAS."
"26006";"2026";"25";"IND";"INDICAÇÃO";"ANDRÉ GABARDO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26006/591_2026_indicacao_texto.pdf";"DISPÕE SOBRE A CONCESSÃO DE UMA FOLGA ANUAL PARA TODOS OS SERVIDORES PÚBLICOS MUNICIPAIS DE CAMPO LARGO QUE REALIZAREM DESTINAÇÃO DE IMPOSTO DE RENDA AOS FUNDOS MUNICIPAIS, E DÁ OUTRAS PROVIDENCIAS."
"26030";"2026";"26";"IND";"INDICAÇÃO";"";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26030/611_2026_indicacao_texto.pdf";"INSTITUI A POLITICA MUNICIPAL DE ACESSIBILIDADE E DESENHO UNIVERSAL EM PARQUES, PRAÇAS E ESPAÇOS PÚBLICOS, DENOMINADA “CAMPO LARGO PARA TODOS” E DÁ OUTRAS PROVIDÊNCIAS."
"26031";"2026";"27";"IND";"INDICAÇÃO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26031/612_2026_indicacao_texto.pdf";"INSTITUI A OBRIGATORIEDADE DE RESERVA DE VAGAS PARA PESSOAS COM DEFICIÊNCIA NAS EMPRESAS TERCEIRIZADAS CONTRATADAS PELO PODER PÚBLICO DO MUNICIPIO DE CAMPO LARGO E DÁ OUTRAS PROVIDÊNCIAS."
"26039";"2026";"28";"IND";"INDICAÇÃO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26039/621_2026_indicacao_texto.pdf";"AUTORIZA O PODER EXECUTIVO MUNICIPAL A INSTITUIR O PROGRAMA DE CONCESSÃO DE DIREITO DE NOMEAÇÃO (NAMING RIGHTS) NOS GINÁSIOS DE ESPORTE E COMPLEXOS POLIESPORTIVOS PÚBLICOS DO MUNICIPIO DE CAMPO LARGO E DÁ OUTRAS PROVIDENCIAS."
"26050";"2026";"29";"IND";"INDICAÇÃO";"VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26050/638_2026_indicacao_texto.pdf";"DISPÕE SOBRE A OBRIGATORIEDADE DE EMPRESAS QUE REALIZAM A EXTRAÇÃO E TRANSPORTE DE MADEIRA REFLORESTADA A REALIZAREM A MANUTENÇÃO DAS VIAS NÃO PAVIMENTADAS UTILIZADAS EM SUA ATIVIDADE, NO MUNICIPIO DE CAMPO LARGO."
"26051";"2026";"30";"IND";"INDICAÇÃO";"VICTOR BINI";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26051/639_2026_indicacao_texto.pdf";"INSTITUI O PROGRAMA MUNICIPAL DE MANUTENÇÃO DE ESTRADAS RURAIS, AUTORIZA A CONTRATAÇÃO DE MICROEMPREENDEDORES INDIVIDUAIS (MEIS) E PESSOAS JURIDICAS PARA EXECUÇÃO DE SERVIÇOS DE CONSERVAÇÃO DE VIAS RURAIS NO MUNICIPIO DE CAMPO LARGO E DÁ OUTRAS PROVIDENCIAS."
"26111";"2026";"31";"IND";"INDICAÇÃO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26111/697_2026_indicacao_texto.pdf";"INSTITUI O PROGRAMA MUNICIPAL DE INCENTIVO À CIDADANIA ATIVA NO MUNICIPIO DE CAMPO LARGO."
"26160";"2026";"32";"IND";"INDICAÇÃO";"ANDRÉ GABARDO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26160/755_2026_indicacao_texto.pdf";"INSTITUI O PROGRAMA CONTADOR AMIGO DE CAMPO LARGO PARA INCENTIVO À DESTINAÇÃO DE PARTE DO IMPOSTO DE RENDA AOS FUNDOS MUNICIPAIS, E DÁ OUTRAS PROVIDÊNCIAS."
"26179";"2026";"33";"IND";"INDICAÇÃO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26179/771_2026_indicacao_texto.pdf";"DISPÕE SOBRE AS MEDIDAS E ATUAÇÃO DA GUARDA MUNICIPAL EM OCORRÊNCIAS QUE ENVOLVAM PERTURBAÇÃO DO SOSSEGO E DESORDEM PÚBLICA."
"26182";"2026";"34";"IND";"INDICAÇÃO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26182/778_2026_indicacao_texto.pdf";"INSTITUI O PROGRAMA OLHAR QUE TRANSFORMA, DESTINADO À SAÚDE VISUAL DE ALUNOS DA REDE MUNICIPAL E CIDADÃOS EM SITUAÇÃO DE VULNERABILIDADE EM CAMPO LARGO, E DÁ OUTRAS PROVIDÊNCIAS."
"26183";"2026";"35";"IND";"INDICAÇÃO";"JUNIOR ANDREASSA";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26183/779_2026_indicacao_texto.pdf";"INSTITUI O PROGRAMA MUNICIPAL DE FISCALIZAÇÃO COLABORATIVA DE RESÍDUOS SÓLIDOS."
"26184";"2026";"36";"IND";"INDICAÇÃO";"RAFAEL FREITAS";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26184/780_2026_indicacao_texto.pdf";"INSTITUI O PROGRAMA CLÍNICA VETERINÁRIA MÓVEL."
"26225";"2026";"37";"IND";"INDICAÇÃO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26225/825_2026_indicacao_texto.pdf";"INSTITUI HOMENAGEM AO SERVIDOR PÚBLICO MUNICIPAL QUE COMPLETAR 15 (QUINZE) ANOS DE EFETIVO SERVIÇO PÚBLICO NO MUNICÍPIO DE CAMPO LARGO/PR, E DÁ OUTRAS PROVIDÊNCIAS."
"26226";"2026";"38";"IND";"INDICAÇÃO";"POLACO PRETO";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26226/826_2026_indicacao_texto.pdf";"ALTERA O ENQUADRAMENTO REMUNERATÓRIO DO CARGO DE TERAPEUTA OCUPACIONAL NO PLANO DE CARGOS E VENCIMENTOS DOS SERVIDORES PÚBLICOS MUNICIPAIS E DÁ OUTRAS PROVIDÊNCIAS."
"26265";"2026";"39";"IND";"INDICAÇÃO";"GUSTAVO TORRES";"http://sapl.campolargo.pr.leg.br/media/sapl/public/materialegislativa/2026/26265/863_2026_indicacao_texto.pdf";"INSTITUI O PROGRAMA FARMÁCIA VETERINÁRIA SOLIDÁRIA NO MUNICIPIO DE CAMPO LARGO E DÁ OUTRAS PROVIDENCIAS."
